step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,parameter_update,mismatch_indicator,effective_process_noise_variance
37,12.029967617791044,11.614177067170042,12.074239211108079,0.06227746854067226,0.9192003832775189,0.000799616722481189,-0.6126890314678537,-0.004003523186122187,0.5350871701932111,0.029254358509660558
38,12.115183886358551,11.8317674689517,12.032805742959175,0.06167575327773903,0.9174441834194778,0.0025558165805222854,-0.26687784168329287,-0.0017561998580410939,0.48870083141204324,0.026935041570602163
39,12.142456136764837,12.517107446409675,12.153960827798823,0.05994244834638943,0.9205982493259084,-0.000598249325908351,0.47767980731529214,0.0031540659064305996,0.4626485481025164,0.02563242740512582
40,12.13488649629108,11.98805751448222,12.141884718400826,0.05853693698744905,0.919285051349707,0.0007149486502930902,-0.2008575459650448,-0.0013131979762014355,0.42041806866937476,0.023520903433468743
41,12.072031263307599,11.530791953788242,12.019245127145787,0.05649531219862379,0.9151551524381333,0.004844847561866761,-0.6310611630490843,-0.00412989891157365,0.41820008095332356,0.02341000404766618
42,12.077881941633398,12.285762435891733,12.062605501296897,0.05512920742526918,0.9170475854379824,0.002952414562017669,0.2862883293673395,0.0018924329998491174,0.3845761736111854,0.02172880868055927
43,12.171326049924891,12.162092643343035,12.083412845239833,0.05351544761869718,0.9177069858223719,0.002293014177628172,0.10010939428779331,0.0006594003843894672,0.3471207453325338,0.019856037266626693
44,12.21068817989089,12.294672864164507,12.131427783663373,0.051540681930578085,0.919059197523762,0.0009408024762380673,0.2056404835121306,0.0013522117013900759,0.3166374716451907,0.018331873582259538
45,12.2880701811723,12.734747780541403,12.26559907236123,0.04959388519855395,0.9228925316393342,-0.002892531639334117,0.5852474968702737,0.003833334115572171,0.31922518773996367,0.018461259386998184
46,12.318709232448894,11.813237080726239,12.220856663341038,0.04884254982962708,0.9196101961647264,0.0003898038352736499,-0.5065926992382845,-0.003282335474607766,0.31296628525812037,0.018148314262906022
47,12.378381759570212,12.568905323548089,12.30191787828951,0.048031126031700615,0.9217591966944133,-0.0017591966944132675,0.3304809300720333,0.0021490005296869287,0.29259142124643595,0.017129571062321797
48,12.449458296290308,12.4345049999497,12.357298849027613,0.04703755217857279,0.9223735710884478,-0.0023735710884477124,0.09509905865692048,0.00061437439403444,0.2642366622175356,0.01571183311087678
49,12.551156678811276,12.371718508650366,12.393246777080591,0.04557133104675286,0.9222042391161527,-0.00220423911615264,-0.026327359734398925,-0.00016933197229505463,0.23788230898284052,0.014394115449142026
50,12.626717165219528,12.684276651523145,12.473843438027117,0.043831939619313524,0.9238407518555692,-0.003840751855569202,0.25517193728682663,0.0016365127394165349,0.2206053498424277,0.013530267492121386
51,12.590766341539691,12.026542405143493,12.439666657456092,0.042317424342703566,0.9206717089888454,-0.0006717089888453875,-0.4973024951721374,-0.0031690428667237717,0.2232757920286283,0.013663789601431416
52,12.575953506639575,13.287614019723167,12.59089341938223,0.04134225858044558,0.926005646460392,-0.006005646460391922,0.8347648589515071,0.005333937471546511,0.2706314497997984,0.016031572489989925
53,12.610695950939146,12.955137883072148,12.70976711185283,0.04269077378528587,0.927873947046154,-0.007873947046153962,0.2958994827432111,0.001868300585761998,0.2523239552085886,0.01511619776042943
54,12.483046646209456,12.838528748494475,12.800874420006574,0.042957797082999655,0.9281583723449363,-0.008158372344936216,0.045466972382191884,0.00028442529878223153,0.22729828424549003,0.013864914212274503
55,12.51219553505869,12.237232392856027,12.772348769930032,0.04227054297567148,0.9241580203345722,-0.004158020334572132,-0.644006373409205,-0.0040003520103641,0.24604287672010866,0.014802143836005434
56,12.479850673944975,12.478695448038184,12.748692720581774,0.04229260253394651,0.9221349426809171,-0.0021349426809170735,-0.3249731062030623,-0.0020230776536550228,0.23199934102362446,0.014099967051181224
57,12.567706433186814,12.040156083475651,12.636580441711104,0.041710238388148926,0.9176702879780341,0.0023297120219659684,-0.7158589476746489,-0.00446465470288307,0.2600448102178476,0.015502240510892381
58,12.540899666795054,13.221792041970346,12.701564997882059,0.0421013236411914,0.9216060640841133,-0.0016060640841132345,0.625577628967724,0.003935776106079246,0.2731750661825507,0.016158753309127537
59,12.515320153480062,12.333194415549592,12.641759248915609,0.04299003877149419,0.9192734425186018,0.0007265574813982711,-0.3726449098570317,-0.002332621565511454,0.25974398244853114,0.015487199122426559
60,12.518983358566091,11.898338670248243,12.497125374382552,0.04292054568522983,0.9147272420192221,0.005272757980777976,-0.7228948739937824,-0.004546200499379748,0.28602728408832667,0.016801364204416337
61,12.528461961388304,11.923653162901488,12.343032263523217,0.04353455786496496,0.911497205864679,0.008502794135321068,-0.507807863975902,-0.0032300361545431065,0.2832114383510708,0.016660571917553543
62,12.570444919995147,12.572035331374142,12.306708555452015,0.04361375906320936,0.9135667140896474,0.006433285910352637,0.3213959112751468,0.002069508224968474,0.26521982769440194,0.015760991384720098
63,12.678980899737923,12.81940115650344,12.34250187969385,0.043156775807913425,0.9172890485192395,0.002710951480760504,0.5764018602401908,0.0037223344295921226,0.271921755373797,0.01609608776868985
64,12.732946902280528,12.081314916421846,12.279991929432919,0.0433262756050552,0.9157414881734788,0.004258511826521261,-0.24032688914945233,-0.0015475603457607119,0.2505052812012426,0.01502526406006213
65,12.708204182921992,12.869777009929043,12.351722824614502,0.042605417098735006,0.9197829569537774,0.00021704304622260917,0.6244789257118324,0.004041468780298625,0.2644521459469388,0.01572260729734694
66,12.778833894206787,11.938375925196306,12.28842121732072,0.042886440896616224,0.9170641345633108,0.0029358654366892223,-0.42252821790108364,-0.002718822390466667,0.25585994084451147,0.015292997042225575
67,12.806058166660687,13.101735173568645,12.411146960522371,0.0426073843903033,0.9224479881198271,-0.0024479881198270492,0.8324648047569934,0.0053838535565162715,0.2995737118759702,0.01747868559379851
68,12.85825082311474,13.2144435821541,12.584116820123297,0.04422767299384125,0.9273523955647516,-0.007352395564751535,0.765806038160731,0.004904407444924538,0.3282622294967167,0.018913111474835834
69,12.83219431652076,12.57136949131168,12.651628480325536,0.04638253852715618,0.9267298773082648,-0.006729877308264798,-0.09854138789634348,-0.0006225182564867692,0.2964070470598988,0.017320352352994943
70,12.743209785306963,12.840921167758449,12.746279160317782,0.04651966417440314,0.927460579219678,-0.00746057921967791,0.11627905843661601,0.0007307019114131039,0.2681184242969995,0.015905921214849975
71,12.71416816403264,13.724301833072461,12.986669124436343,0.04569912423210581,0.9330911391697958,-0.013091139169795762,0.9026303801484215,0.005630559950117897,0.3227807421839879,0.018639037109199397
72,12.666483469510787,12.826679392113343,13.062607280338806,0.047359115448422445,0.9313086907808807,-0.011308690780880704,-0.2910664952281792,-0.0017824483889150979,0.2989746384300307,0.017448731921501537
73,12.574714720966139,12.37698343180305,13.01577791635694,0.04742321806859906,0.9265087726606731,-0.006508772660673068,-0.7883362526340854,-0.00479991812020766,0.33122457930874283,0.01906122896543714
74,12.581794937293402,12.993774943553156,13.046602394028373,0.04823753022992217,0.9261088066326701,-0.006108806632670105,-0.06545747895460607,-0.0003999660280029323,0.29853058953297784,0.017426529476648894
75,12.647656426651336,12.625582338486701,12.995557118557965,0.04760282394680367,0.9233229661690197,-0.0033229661690196144,-0.4569910352578521,-0.0027858404636504734,0.2895616112102844,0.01697808056051422
76,12.579981668566186,12.808906868311956,12.963501946749513,0.0467880761074954,0.9221590609760534,-0.0021590609760533397,-0.19018947741390235,-0.0011639051929662797,0.2642226538211533,0.015711132691057665
77,12.59943249000158,12.845261661420716,12.934582121596222,0.04541644596489199,0.9214894674138215,-0.0014894674138214992,-0.10914912075505434,-0.0006695935622318651,0.2389917414951981,0.014449587074759906
78,12.556463505842718,13.123155704636162,12.954785526002642,0.043739336701347206,0.9227441626048812,-0.002744162604881195,0.20407451418612155,0.0012546951910596615,0.21925720807970844,0.013462860403985423
79,12.556341220920526,12.90625353177852,12.945909662922162,0.042155112967360416,0.9224513493818175,-0.002451349381817458,-0.04769919013862456,-0.00029281322306376484,0.19755900854572567,0.012377950427286285
80,12.615537585251605,12.92017374553453,12.938445503000391,0.04044315595098789,0.922317445771238,-0.002317445771237936,-0.021798092003127323,-0.00013390361057954154,0.17785062337265078,0.01139253116863254
81,12.620620379830566,13.697017997380827,13.051587327196708,0.0387059362339212,0.9270112353467731,-0.007011235346773059,0.7636639888031453,0.004693789575535113,0.21838382981485877,0.01341919149074294
82,12.623155901492728,12.475173785106687,13.000817515570509,0.03933611402704899,0.9232099891493888,-0.003209989149388748,-0.6237943063142222,-0.0038012461973843015,0.23545738049237702,0.014272869024618853
83,12.618901781252461,13.360286115471029,13.059915158381768,0.040127387679684504,0.9253987565304058,-0.005398756530405779,0.35780151798799587,0.002188767381017014,0.22471383507059073,0.013735691753529537
84,12.615325263096606,12.875014090666212,13.051645803652155,0.04033831745983547,0.9241161293927231,-0.0041161293927231,-0.2106151572928745,-0.0012826271376826517,0.20667832601168187,0.012833916300584095
85,12.665885814065485,12.40945650895207,12.9575714994857,0.03976223563044754,0.9201443636279282,-0.00014436362792813462,-0.6517798933237362,-0.003971765764794994,0.22849219634462375,0.013924609817231188
86,12.566286460477565,12.715998036585786,12.889759246973329,0.03997945181395296,0.9188749052878469,0.001125094712153163,-0.20683834497186382,-0.001269458340081346,0.20992118680523136,0.01299605934026157
87,12.57247028336556,12.268465194085152,12.753391330469649,0.03938639069969356,0.9153237615460035,0.004676238453996562,-0.5756111131606136,-0.003551143741843446,0.2220618834841083,0.013603094174205415
88,12.610226979748436,12.91401066824072,12.711273682011894,0.03927970090433139,0.9168233392111672,0.00317666078883283,0.24052854316705208,0.0014995776651637591,0.20564109314350393,0.012782054657175197
89,12.55165920028859,12.81076842229919,12.678266339232925,0.03870801389121689,0.9178039598579795,0.002196040142020572,0.15677603953001729,0.0009806206468122958,0.1875348564862253,0.011876742824311266
90,12.537721216320374,11.796208581216733,12.50928413517788,0.03776362879686969,0.9125366076342776,0.0074633923657224654,-0.8399544690653737,-0.005267352223701925,0.23933372184789214,0.014466686092394609
91,12.557351030668043,12.534743717328347,12.4337310251789,0.03878950851352413,0.913296393949648,0.006703606050352029,0.11956400867983596,0.0007597863153703832,0.2168299048802621,0.013341495244013107
92,12.515498803255106,12.776971596703481,12.420786892652975,0.03863443311910104,0.9159895989293397,0.004010401070660308,0.42128988806773116,0.002693204979691724,0.21289543137104802,0.013144771568552403
93,12.538663562604317,12.249894970632168,12.357670399513868,0.0385373638550979,0.9151742170844528,0.00482578291554725,-0.12741663355583022,-0.0008153818448869927,0.1932293880846133,0.012161469404230666
94,12.555588087122706,13.063120555218928,12.42317368456737,0.03773134837162013,0.9200217061536506,-2.1706153650602467e-05,0.7536992223561079,0.004847489069197809,0.23071270105417213,0.014035635052708608
95,12.515507708368606,12.705952722069402,12.472516467164345,0.03883205751910235,0.9217899121796457,-0.0017899121796456363,0.2763632729505954,0.0017682060259950445,0.21527909681235144,0.013263954840617573
96,12.514404879223184,13.647410034548626,12.676664394493413,0.03903624663028178,0.9291213761043428,-0.009121376104342716,1.1503701756220206,0.0073314639246970376,0.3260863412271801,0.01880431706135901
97,12.42013734034642,12.76777930604965,12.7763581965865,0.04339048033890578,0.9290562715123343,-0.009056271512334235,-0.010380560574994036,-6.510459200850552e-05,0.2934884827082472,0.017174424135412363
98,12.411214102129646,12.36111532771473,12.778708681449068,0.04483087006320876,0.9258895341079117,-0.005889534107911709,-0.5088403819119751,-0.003166737404422538,0.2900314878638549,0.017001574393192748
99,12.513396422778438,12.509109847148041,12.773130055499376,0.045373006141689404,0.9238824488633004,-0.0038824488633003584,-0.3225627804195632,-0.00200708524461137,0.27143301380866935,0.016071650690433467
