step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,parameter_update
14,9.027614359189435,8.47100325206535,10.174623054661605,0.01742500161277581,0.9978787778052257,-0.07787877780522567,-1.8312585342469028,-0.01577665505005966
15,9.33381774483355,8.57655754897098,10.963505703274347,0.018390837892624624,0.9778144830842601,-0.05781448308426007,-2.5764828694436144,-0.020064294720965607
16,9.456115054135923,9.152669690036172,11.52934344184352,0.01859040061428551,0.9592334203347277,-0.03923342033472765,-2.5676049720023713,-0.018581062749532473
17,9.65383534748775,10.091841469015954,11.916256791819418,0.018179856907272158,0.945683304952433,-0.025683304952432984,-1.967490074917368,-0.013550115382294692
18,9.914741814669375,9.305204444021527,12.062140570135933,0.017449261863234675,0.9259249232735265,-0.00592492327352645,-2.9638006615281363,-0.019758381678906575
19,10.163930540663227,9.662829128542052,12.005056393057956,0.016320107580422086,0.9094190475886439,0.010580952411356148,-2.505807453375553,-0.01650587568488264
20,10.346503905093355,10.199554016115089,11.814299814537952,0.015035324544923996,0.8980489447875769,0.021951055212423132,-1.718072935107637,-0.011370102801066949
21,10.524504585558933,10.933822741330816,11.572457152557682,0.013817496096025261,0.8935040251900882,0.026495974809911838,-0.6759967405190572,-0.0045449195974887405
22,10.71446490825384,10.889407459188444,11.316899160861,0.012836422034433364,0.8904119271192752,0.029588072880724847,-0.4506295879616715,-0.0030920980708130466
23,10.889805120483848,11.129051139308906,11.079228429527125,0.012065328492006767,0.8907791200572088,0.02922087994279121,0.052349148472154994,0.0003671929379336095
24,10.987271437584159,10.62858589067587,10.85806282117918,0.01151745410050109,0.8890561442278371,0.030943855772162965,-0.24055946069111478,-0.0017229758293717565
25,11.084791308870626,11.334454509109017,10.68363495726958,0.01108894719213709,0.8940316114434885,0.025968388556511512,0.6810270435278252,0.004975467215651502
26,11.185502225611108,12.353379336851383,10.62984750083267,0.010869268967648702,0.9074070034278839,0.0125929965721161,1.8018719599296737,0.01337539198439546
27,11.249697420452895,10.700260120501817,10.647991873848715,0.010948208568920195,0.907814779998548,0.012185220001452057,0.054662052875862344,0.0004077765706640806
28,11.388145302590148,12.099070293261882,10.7295278270052,0.011015029207911696,0.9184845129375513,0.0015154870624487504,1.4326658928775835,0.010669732939003355
29,11.5023783129249,11.920286985908737,10.902895227278185,0.011261241036809496,0.9263596570915551,-0.00635965709155506,1.065381845671963,0.00787514415400385
30,11.653505296763017,11.606491558754865,11.123502127702768,0.01159937871820256,0.9300450199459409,-0.01004501994594087,0.5064892747082936,0.003685362854385811
31,11.650076926365028,11.384038652205671,11.347204374599695,0.011934938556012914,0.9303209818309656,-0.010320981830965525,0.03868089397763441,0.00027596188502460793
32,11.765715560121656,11.043876357082512,11.531517256678596,0.012203393729487887,0.9267344416844742,-0.006734441684474124,-0.5126659577317039,-0.003586540146491361
33,11.826134881351287,11.952753561022318,11.69978886494325,0.012339994520998964,0.9285667291454468,-0.008566729145446761,0.266099354379401,0.0018322874609726174
34,11.8642644826025,12.22608047578655,11.882113564583292,0.012483839532030878,0.9310243467636214,-0.011024346763621407,0.36204579777387735,0.002457617618174592
35,11.94416231107063,13.104866569520995,12.11526711855081,0.012647175482880874,0.9379927954427448,-0.01799279544274479,1.0423295498836698,0.0069684486791233395
36,12.019627714573636,11.714925985252105,12.330479754865978,0.012922947361987408,0.9337355891773905,-0.013735589177390484,-0.6491072868129368,-0.00425720626535428
37,12.029967617791044,11.614177067170042,12.46647342514107,0.013048473824407505,0.9279395133156454,-0.007939513315645352,-0.8992307115796283,-0.005796075861745081
38,12.115183886358551,11.8317674689517,12.529782462685771,0.013020301688457456,0.9232443090969737,-0.0032443090969737076,-0.736365813936132,-0.00469520421867167
39,12.142456136764837,12.517107446409675,12.565422360645105,0.012896752628437733,0.9229211081227074,-0.0029211081227074054,-0.05094290648802868,-0.0003232009742663145
40,12.13488649629108,11.98805751448222,12.565733151957854,0.012795061564029965,0.9190692410855115,0.000930758914488572,-0.6088360146342069,-0.00385186703719599
41,12.072031263307599,11.530791953788242,12.497328768633041,0.012635247108448863,0.9126289940520664,0.0073710059479336065,-1.0179868778647148,-0.006440247033445084
42,12.077881941633398,12.285762435891733,12.399499434322863,0.012378910755834428,0.9118678659233305,0.008132134076669573,-0.1196621465637886,-0.0007611281287359179
43,12.171326049924891,12.162092643343035,12.29966517048517,0.012170317084362257,0.9109408740570534,0.009059125942946666,-0.14461244435049636,-0.0009269918662771278
44,12.21068817989089,12.294672864164507,12.20860523640152,0.011994606166536527,0.9115250294912148,0.008474970508785207,0.09040512315364957,0.0005841554341614161
45,12.2880701811723,12.734747780541403,12.157245923060895,0.011873966934315179,0.9154714779413918,0.004528522058608209,0.6062985323839083,0.003946448450176948
46,12.318709232448894,11.813237080726239,12.114602187342546,0.011860698894389786,0.9134035844745132,0.006596415525486843,-0.3163748121552796,-0.0020678934668786194
47,12.378381759570212,12.568905323548089,12.089300728302268,0.011809897396593806,0.9167052369206892,0.0032947630793108695,0.5033842611466284,0.00330165244617599
48,12.449458296290308,12.4345049999497,12.09899916277446,0.011836197459130773,0.919019920958661,0.0009800790413390104,0.3521797116059098,0.002314684037971855
49,12.551156678811276,12.371718508650366,12.131242023630131,0.011901881276765803,0.92067813469093,-0.0006781346909299213,0.2524972543984756,0.0016582137322689301
50,12.626717165219528,12.684276651523145,12.193673330487666,0.011985105369813981,0.9240534164059562,-0.004053416405956134,0.5153073737231342,0.003375281715026225
51,12.590766341539691,12.026542405143493,12.255922022655477,0.012116617173795204,0.9224824205240026,-0.0024824205240026043,-0.24106309443182816,-0.0015709958819534894
52,12.575953506639575,13.287614019723167,12.353728365604917,0.012186445451649052,0.9288483143891632,-0.008848314389163114,0.9817414065105119,0.006365893865160478
53,12.610695950939146,12.955137883072148,12.498509934527437,0.012370034877432854,0.9319390141720443,-0.011939014172044238,0.4803981142584295,0.0030906997828811108
54,12.483046646209456,12.838528748494475,12.657441922704088,0.012577236354831201,0.9331517465411576,-0.013151746541157583,0.19067972149147394,0.001212732369113336
55,12.51219553505869,12.237232392856027,12.782001312360048,0.012765050432247224,0.9295458325727634,-0.009545832572763313,-0.5740816440585608,-0.0036059139683942993
56,12.479850673944975,12.478695448038184,12.860778175615852,0.012835091138903501,0.9270403694150973,-0.007040369415097225,-0.40276060380569056,-0.002505463157666046
57,12.567706433186814,12.040156083475651,12.877160128583023,0.012835824814065784,0.9215850096682638,-0.0015850096682638037,-0.8823044674128901,-0.005455359746833477
58,12.540899666795054,13.221792041970346,12.885429094934597,0.01271983869082118,0.9237735040348185,-0.0037735040348184645,0.35439430037037845,0.00218849436655465
59,12.515320153480062,12.333194415549592,12.874312395185932,0.012677366485982293,0.9202556641425276,-0.0002556641425275341,-0.570023570470342,-0.0035178398922909274
60,12.518983358566091,11.898338670248243,12.79992500122253,0.012570548037996586,0.9143920370469159,0.005607962953084189,-0.949320233361961,-0.005863627095611735
61,12.528461961388304,11.923653162901488,12.66554050331828,0.012366807813252332,0.9095434998525626,0.010456500147437486,-0.7804963330141277,-0.0048485371943533155
62,12.570444919995147,12.572035331374142,12.522388203960409,0.012113813031630966,0.9098710156617417,0.010128984338258373,0.052175294461648036,0.00032751580917912357
63,12.678980899737923,12.81940115650344,12.414070961347289,0.011930704689802684,0.9125730299579153,0.007426970042084702,0.42564308285536967,0.00270201429617368
64,12.732946902280528,12.081314916421846,12.317021579664084,0.011846485522865012,0.9109887875141208,0.009011212485879216,-0.24743143488742092,-0.0015842424437944702
65,12.708204182921992,12.869777009929043,12.25118117783698,0.011751743081249823,0.91517718860278,0.004822811397220073,0.6491084552855977,0.004188401088659162
66,12.778833894206787,11.938375925196306,12.199128044193156,0.011761967957795575,0.9134022438054449,0.00659775619455516,-0.27362562219983566,-0.0017749447973350878
67,12.806058166660687,13.101735173568645,12.187727812025615,0.011735074530011843,0.9196493985937255,0.00035060140627451997,0.9590242455326887,0.006247154788280676
68,12.85825082311474,13.2144435821541,12.256067820803617,0.011836713573746726,0.9262086505420191,-0.006208650542019023,1.0060070296007204,0.006559251948293583
69,12.83219431652076,12.57136949131168,12.362260524465329,0.012044609218033344,0.9276331894125041,-0.007633189412504016,0.21969345405369722,0.0014245388704849636
70,12.743209785306963,12.840921167758449,12.485911159151863,0.012234849126138599,0.9300330830261327,-0.010033083026132705,0.37327800910038,0.0023998936136286593
71,12.71416816403264,13.724301833072461,12.667607974345067,0.012432093772788347,0.9371124480227181,-0.017112448022718052,1.1119913833360595,0.007079364996585299
72,12.666483469510787,12.826679392113343,12.868716944987078,0.01273416452047133,0.9368344513623699,-0.01683445136236983,-0.04429372731726744,-0.0002779966603481748
73,12.574714720966139,12.37698343180305,13.020645824081209,0.012966897228951021,0.9326394773263996,-0.012639477326399584,-0.678873947091553,-0.004194974035970224
74,12.581794937293402,12.993774943553156,13.135743669837723,0.01305906574329869,0.9317245303259964,-0.011724530325996407,-0.14979337227011058,-0.0009149470004031724
75,12.647656426651336,12.625582338486701,13.206729911605345,0.013111057616607694,0.9280108263442449,-0.008010826344244881,-0.6133122627755316,-0.0037137039817515703
76,12.579981668566186,12.808906868311956,13.232614432023192,0.013070272481452304,0.9253180610313931,-0.005318061031393095,-0.4470814702621766,-0.0026927653128518345
77,12.59943249000158,12.845261661420716,13.223654886880835,0.01298010440470427,0.9229188430550481,-0.0029188430550480815,-0.39911546719501345,-0.0023992179763449783
78,12.556463505842718,13.123155704636162,13.200183459830559,0.012858911790436326,0.9224303679906775,-0.002430367990677418,-0.08120456452313185,-0.0004884750643706198
79,12.556341220920526,12.90625353177852,13.162474263588004,0.012755554258342544,0.9208033853139284,-0.0008033853139283176,-0.2699965546174372,-0.001626982676749137
80,12.615537585251605,12.92017374553453,13.109943593669408,0.012641851626397171,0.9195955270019532,0.0004044729980468009,-0.19987711548476028,-0.0012078583119751278
81,12.620620379830566,13.697017997380827,13.087979936243276,0.012529564113455828,0.9234854814115249,-0.0034854814115248267,0.6411725093945275,0.0038899544095716324
82,12.623155901492728,12.475173785106687,13.055929179214727,0.012524939070212859,0.9197700894704358,0.00022991052956422564,-0.611385667019313,-0.0037153919410890072
83,12.618901781252461,13.360286115471029,13.025965924867965,0.012443955843488876,0.9219133667271612,-0.0019133667271611365,0.35183296618502524,0.0021432772567254042
84,12.615325263096606,12.875014090666212,13.002161565579055,0.012426446195173677,0.9210964502392591,-0.0010964502392590836,-0.13379801000209213,-0.0008169164879020135
85,12.665885814065485,12.40945650895207,12.94814098552317,0.012396107711064143,0.9176296087945197,0.0023703912054803267,-0.5667883545401242,-0.003466841444739358
86,12.566286460477565,12.715998036585786,12.87344909624675,0.012301441723491542,0.9166125199394752,0.0033874800605248057,-0.16559951057612743,-0.0010170888550444291
87,12.57247028336556,12.268465194085152,12.774009165887156,0.01220859771679324,0.9133294118876273,0.006670588112372755,-0.5314994223381415,-0.0032831080518479147
88,12.610226979748436,12.91401066824072,12.678811399330318,0.012071586849231894,0.9148677047785672,0.005132295221432881,0.24713238931384396,0.0015382928909398192
89,12.55165920028859,12.81076842229919,12.609578065465863,0.011998794573378376,0.9161929193063525,0.0038070806936475465,0.21133333807352983,0.0013252145277853802
90,12.537721216320374,11.796208581216733,12.51658036585495,0.011969961042011526,0.9114227748191481,0.00857722518085191,-0.7565975578037847,-0.004770144487204407
91,12.557351030668043,12.534743717328347,12.413910676931115,0.011853362681741622,0.9122283799755478,0.007771620024452197,0.1268473090339608,0.0008056051563997224
92,12.515498803255106,12.776971596703481,12.345652760579794,0.011781252613128398,0.915126623021345,0.004873376978655086,0.452649970725453,0.0028982430457971434
93,12.538663562604317,12.249894970632168,12.295575905164641,0.011783420605787744,0.9148179925354978,0.0051820074645022585,-0.04794054915136492,-0.00030863048584712295
94,12.555588087122706,13.063120555218928,12.286609287354857,0.011779026569911935,0.9200852636320788,-8.526363207872478e-05,0.8149064885883757,0.005267271096581017
95,12.515507708368606,12.705952722069402,12.32379275493838,0.011879014112031202,0.9226805069613992,-0.0026805069613992094,0.40122457676916135,0.0025952433293204734
96,12.514404879223184,13.647410034548626,12.432231864700904,0.012007277176531618,0.9309126276295491,-0.010912627629549032,1.276486687734863,0.008232120668149864
97,12.42013734034642,12.76777930604965,12.58286715723157,0.012271982621272088,0.9321558967672683,-0.012155896767268248,0.1944576735811232,0.0012432691377191713
98,12.411214102129646,12.36111532771473,12.71078270539716,0.012504882721160087,0.9298303962205278,-0.009830396220527726,-0.3680784911378723,-0.0023255005467405086
99,12.513396422778438,12.509109847148041,12.803212306063225,0.012638573658333811,0.9278927859236121,-0.007892785923612089,-0.30976227208443063,-0.0019376102969156728
