model,held_out_block,generation_seed,test_index,true_class,harmful_target,predicted_probability
error_std_only,block_091_110,44108,29,beneficial,0,0.2820918226408553
error_std_only,block_091_110,44108,38,harmful,1,0.6510152480187421
error_std_only,block_091_110,44108,55,beneficial,0,0.3627730308998228
error_std_only,block_091_110,44109,2,beneficial,0,0.28781678955610773
error_std_only,block_091_110,44109,12,beneficial,0,0.561046588145377
error_std_only,block_091_110,44109,17,beneficial,0,0.28024356358019753
error_std_only,block_091_110,44109,18,beneficial,0,0.26183373253681147
error_std_only,block_091_110,44109,26,beneficial,0,0.3054756785874036
error_std_only,block_091_110,44109,52,beneficial,0,0.7128193990735766
error_std_only,block_091_110,44110,6,beneficial,0,0.4677725749687207
error_std_only,block_091_110,44110,8,beneficial,0,0.14252071792075038
error_std_plus_context_support_distance,block_071_090,44077,46,beneficial,0,0.10256694857544209
error_std_plus_context_support_distance,block_071_090,44077,57,beneficial,0,0.2638005957320415
error_std_plus_context_support_distance,block_071_090,44078,0,beneficial,0,0.12408096409449428
error_std_plus_context_support_distance,block_071_090,44078,7,beneficial,0,0.4367797704053302
error_std_plus_context_support_distance,block_071_090,44078,11,beneficial,0,0.14762489897024608
error_std_plus_context_support_distance,block_071_090,44078,20,beneficial,0,0.1286512145856776
error_std_plus_context_support_distance,block_071_090,44078,31,beneficial,0,0.05087866425548631
error_std_plus_context_support_distance,block_071_090,44078,32,beneficial,0,0.4983380519944541
error_std_plus_context_support_distance,block_071_090,44078,46,beneficial,0,0.3652249353231809
error_std_plus_context_support_distance,block_071_090,44078,47,beneficial,0,0.4997378086181457
error_std_plus_context_support_distance,block_071_090,44078,49,beneficial,0,0.13559959348754377
error_std_plus_context_support_distance,block_071_090,44078,53,beneficial,0,0.10005770579726628
error_std_plus_context_support_distance,block_071_090,44078,61,beneficial,0,0.15500621961664132
error_std_plus_context_support_distance,block_071_090,44078,62,harmful,1,0.6905658352402894
error_std_plus_context_support_distance,block_071_090,44080,14,beneficial,0,0.008228067645515072
error_std_plus_context_support_distance,block_071_090,44080,43,beneficial,0,0.4562059547916805
error_std_plus_context_support_distance,block_071_090,44080,62,beneficial,0,0.013956991003585613
error_std_plus_context_support_distance,block_071_090,44080,65,beneficial,0,0.02069975386235028
error_std_plus_context_support_distance,block_071_090,44081,2,beneficial,0,0.029739928989728187
error_std_plus_context_support_distance,block_071_090,44081,12,beneficial,0,0.4590398483646167
error_std_plus_context_support_distance,block_071_090,44081,29,beneficial,0,0.08161633761214027
error_std_plus_context_support_distance,block_071_090,44081,40,beneficial,0,0.587426678709489
error_std_plus_context_support_distance,block_071_090,44081,44,beneficial,0,0.15939205040088533
error_std_plus_context_support_distance,block_071_090,44081,59,beneficial,0,0.1452687752357814
error_std_plus_context_support_distance,block_071_090,44082,26,harmful,1,0.1617070310242873
error_std_plus_context_support_distance,block_071_090,44084,14,beneficial,0,0.3167948371568573
error_std_plus_context_support_distance,block_071_090,44084,15,beneficial,0,0.30565193756940856
error_std_plus_context_support_distance,block_071_090,44084,18,beneficial,0,0.570861942988967
error_std_plus_context_support_distance,block_071_090,44084,24,beneficial,0,0.7128169769213074
error_std_plus_context_support_distance,block_071_090,44084,26,beneficial,0,0.21182423975109002
error_std_plus_context_support_distance,block_071_090,44084,29,beneficial,0,0.5597819271255913
error_std_plus_context_support_distance,block_071_090,44085,3,beneficial,0,0.047658224519880735
error_std_plus_context_support_distance,block_071_090,44085,20,beneficial,0,0.8132550430949668
error_std_plus_context_support_distance,block_071_090,44085,26,beneficial,0,0.863956163484877
error_std_plus_context_support_distance,block_071_090,44085,32,beneficial,0,0.4450935741675477
error_std_plus_context_support_distance,block_071_090,44087,0,beneficial,0,0.820886845875649
error_std_plus_context_support_distance,block_071_090,44087,2,beneficial,0,0.9199745248430047
error_std_plus_context_support_distance,block_071_090,44087,18,beneficial,0,0.9198540411954617
error_std_plus_context_support_distance,block_071_090,44087,44,beneficial,0,0.6877752719717861
error_std_plus_context_support_distance,block_091_110,44094,32,beneficial,0,0.36510544976408443
error_std_plus_context_support_distance,block_091_110,44095,13,beneficial,0,0.4352366672701528
error_std_plus_context_support_distance,block_091_110,44095,19,beneficial,0,0.30153886659925344
error_std_plus_context_support_distance,block_091_110,44095,25,beneficial,0,0.4394073607973701
error_std_plus_context_support_distance,block_091_110,44095,29,beneficial,0,0.4897718678843922
error_std_plus_context_support_distance,block_091_110,44095,33,beneficial,0,0.18686459183827192
error_std_plus_context_support_distance,block_091_110,44095,48,beneficial,0,0.016723689435115745
error_std_plus_context_support_distance,block_091_110,44096,20,beneficial,0,0.9721715779820981
error_std_plus_context_support_distance,block_091_110,44096,22,harmful,1,0.9655078114201818
error_std_plus_context_support_distance,block_091_110,44097,18,beneficial,0,0.8044852444839935
error_std_plus_context_support_distance,block_091_110,44097,22,harmful,1,0.9765961512446631
error_std_plus_context_support_distance,block_091_110,44098,6,beneficial,0,0.05474112872735979
error_std_plus_context_support_distance,block_091_110,44098,31,beneficial,0,0.083441648444811
error_std_plus_context_support_distance,block_091_110,44099,0,beneficial,0,0.445602432882627
error_std_plus_context_support_distance,block_091_110,44099,4,beneficial,0,0.7738476820685815
error_std_plus_context_support_distance,block_091_110,44100,49,beneficial,0,0.3242600760918769
error_std_plus_context_support_distance,block_091_110,44101,5,harmful,1,0.13356841767508942
error_std_plus_context_support_distance,block_091_110,44103,3,beneficial,0,0.05317274473759698
error_std_plus_context_support_distance,block_091_110,44103,4,harmful,1,0.17529045723711872
error_std_plus_context_support_distance,block_091_110,44103,33,beneficial,0,0.4638818340100739
error_std_plus_context_support_distance,block_091_110,44104,1,harmful,1,0.12424326243973761
error_std_plus_context_support_distance,block_091_110,44104,12,beneficial,0,0.5878875721000468
error_std_plus_context_support_distance,block_091_110,44104,43,beneficial,0,0.24868306797345802
error_std_plus_context_support_distance,block_091_110,44104,52,beneficial,0,0.7824318612835902
error_std_plus_context_support_distance,block_091_110,44105,8,beneficial,0,0.43497500131762656
error_std_plus_context_support_distance,block_091_110,44105,23,beneficial,0,0.6024840641312131
error_std_plus_context_support_distance,block_091_110,44105,24,beneficial,0,0.15840762058015326
error_std_plus_context_support_distance,block_091_110,44105,30,beneficial,0,0.2535408239200871
error_std_plus_context_support_distance,block_091_110,44105,48,beneficial,0,0.335102143003156
error_std_plus_context_support_distance,block_091_110,44106,14,beneficial,0,0.5595808417831184
error_std_plus_context_support_distance,block_091_110,44107,5,beneficial,0,0.44956096646110977
error_std_plus_context_support_distance,block_091_110,44107,20,beneficial,0,0.7185415540451495
error_std_plus_context_support_distance,block_091_110,44107,29,beneficial,0,0.30913469622759143
error_std_plus_context_support_distance,block_091_110,44107,45,beneficial,0,0.7169065178082795
error_std_plus_context_support_distance,block_091_110,44108,5,beneficial,0,0.39436443025678625
error_std_plus_context_support_distance,block_091_110,44108,15,beneficial,0,0.7517201402297996
error_std_plus_context_support_distance,block_091_110,44108,20,beneficial,0,0.5539521461950593
error_std_plus_context_support_distance,block_091_110,44108,21,beneficial,0,0.38356698188662236
error_std_plus_context_support_distance,block_091_110,44108,29,beneficial,0,0.08522006276917743
error_std_plus_context_support_distance,block_091_110,44108,38,harmful,1,0.6267716692660891
error_std_plus_context_support_distance,block_091_110,44108,55,beneficial,0,0.013221269511021148
error_std_plus_context_support_distance,block_091_110,44109,2,beneficial,0,0.1644919075337193
error_std_plus_context_support_distance,block_091_110,44109,12,beneficial,0,0.825971353467883
error_std_plus_context_support_distance,block_091_110,44109,17,beneficial,0,0.08578612166069002
error_std_plus_context_support_distance,block_091_110,44109,18,beneficial,0,0.06081965253977521
error_std_plus_context_support_distance,block_091_110,44109,26,beneficial,0,0.697626733458413
error_std_plus_context_support_distance,block_091_110,44109,52,beneficial,0,0.051494950885498235
error_std_plus_context_support_distance,block_091_110,44110,6,beneficial,0,0.8140429267884944
error_std_plus_context_support_distance,block_091_110,44110,8,beneficial,0,0.34620705739694413
error_std_x_context_support_distance,block_071_090,44077,46,beneficial,0,0.083935507618531
error_std_x_context_support_distance,block_071_090,44077,57,beneficial,0,0.2608646607096043
error_std_x_context_support_distance,block_071_090,44078,0,beneficial,0,0.11605101395009235
error_std_x_context_support_distance,block_071_090,44078,7,beneficial,0,0.44296345219060357
error_std_x_context_support_distance,block_071_090,44078,11,beneficial,0,0.12741046999500014
error_std_x_context_support_distance,block_071_090,44078,20,beneficial,0,0.12811896349091897
error_std_x_context_support_distance,block_071_090,44078,31,beneficial,0,0.040674114907176435
error_std_x_context_support_distance,block_071_090,44078,32,beneficial,0,0.4943586363764885
error_std_x_context_support_distance,block_071_090,44078,46,beneficial,0,0.3568341322319733
error_std_x_context_support_distance,block_071_090,44078,47,beneficial,0,0.495393781177324
error_std_x_context_support_distance,block_071_090,44078,49,beneficial,0,0.11552841677861764
error_std_x_context_support_distance,block_071_090,44078,53,beneficial,0,0.0907154932006181
error_std_x_context_support_distance,block_071_090,44078,61,beneficial,0,0.14034662103830145
error_std_x_context_support_distance,block_071_090,44078,62,harmful,1,0.7069945610519018
error_std_x_context_support_distance,block_071_090,44080,14,beneficial,0,0.005045065231373366
error_std_x_context_support_distance,block_071_090,44080,43,beneficial,0,0.45178038394816045
error_std_x_context_support_distance,block_071_090,44080,62,beneficial,0,0.011299522077884401
error_std_x_context_support_distance,block_071_090,44080,65,beneficial,0,0.015199599206473242
error_std_x_context_support_distance,block_071_090,44081,2,beneficial,0,0.023553439716436704
error_std_x_context_support_distance,block_071_090,44081,12,beneficial,0,0.45262501460606613
error_std_x_context_support_distance,block_071_090,44081,29,beneficial,0,0.08121562118338596
error_std_x_context_support_distance,block_071_090,44081,40,beneficial,0,0.5882890121266507
error_std_x_context_support_distance,block_071_090,44081,44,beneficial,0,0.1497930931362238
error_std_x_context_support_distance,block_071_090,44081,59,beneficial,0,0.13156413091780073
error_std_x_context_support_distance,block_071_090,44082,26,harmful,1,0.14094666114234036
error_std_x_context_support_distance,block_071_090,44084,14,beneficial,0,0.3026248979805088
error_std_x_context_support_distance,block_071_090,44084,15,beneficial,0,0.3093538309031808
error_std_x_context_support_distance,block_071_090,44084,18,beneficial,0,0.5753397432196871
error_std_x_context_support_distance,block_071_090,44084,24,beneficial,0,0.7327408924267856
error_std_x_context_support_distance,block_071_090,44084,26,beneficial,0,0.21292506581858112
error_std_x_context_support_distance,block_071_090,44084,29,beneficial,0,0.5686097583289794
error_std_x_context_support_distance,block_071_090,44085,3,beneficial,0,0.039769218097590944
error_std_x_context_support_distance,block_071_090,44085,20,beneficial,0,0.8113932893038868
error_std_x_context_support_distance,block_071_090,44085,26,beneficial,0,0.8658634064805808
error_std_x_context_support_distance,block_071_090,44085,32,beneficial,0,0.43926369517798475
error_std_x_context_support_distance,block_071_090,44087,0,beneficial,0,0.831918098261577
error_std_x_context_support_distance,block_071_090,44087,2,beneficial,0,0.9164553405694901
error_std_x_context_support_distance,block_071_090,44087,18,beneficial,0,0.9153988981505928
error_std_x_context_support_distance,block_071_090,44087,44,beneficial,0,0.6950455875311252
error_std_x_context_support_distance,block_091_110,44094,32,beneficial,0,0.34191299846395723
error_std_x_context_support_distance,block_091_110,44095,13,beneficial,0,0.4387277924482828
error_std_x_context_support_distance,block_091_110,44095,19,beneficial,0,0.2839009594063933
error_std_x_context_support_distance,block_091_110,44095,25,beneficial,0,0.3943921666589414
error_std_x_context_support_distance,block_091_110,44095,29,beneficial,0,0.5008781791001735
error_std_x_context_support_distance,block_091_110,44095,33,beneficial,0,0.1763710813844457
error_std_x_context_support_distance,block_091_110,44095,48,beneficial,0,0.015022207739650935
error_std_x_context_support_distance,block_091_110,44096,20,beneficial,0,0.9847996046991108
error_std_x_context_support_distance,block_091_110,44096,22,harmful,1,0.979605018131544
error_std_x_context_support_distance,block_091_110,44097,18,beneficial,0,0.8223835318721617
error_std_x_context_support_distance,block_091_110,44097,22,harmful,1,0.9875729701246199
error_std_x_context_support_distance,block_091_110,44098,6,beneficial,0,0.04697016618392871
error_std_x_context_support_distance,block_091_110,44098,31,beneficial,0,0.07250422003192243
error_std_x_context_support_distance,block_091_110,44099,0,beneficial,0,0.4522251712257802
error_std_x_context_support_distance,block_091_110,44099,4,beneficial,0,0.7994938489621459
error_std_x_context_support_distance,block_091_110,44100,49,beneficial,0,0.32015743842507355
error_std_x_context_support_distance,block_091_110,44101,5,harmful,1,0.11518182206155421
error_std_x_context_support_distance,block_091_110,44103,3,beneficial,0,0.047339526943246134
error_std_x_context_support_distance,block_091_110,44103,4,harmful,1,0.15705640810510532
error_std_x_context_support_distance,block_091_110,44103,33,beneficial,0,0.4717829359180375
error_std_x_context_support_distance,block_091_110,44104,1,harmful,1,0.11420046845505798
error_std_x_context_support_distance,block_091_110,44104,12,beneficial,0,0.5897288404312335
error_std_x_context_support_distance,block_091_110,44104,43,beneficial,0,0.2286812221138428
error_std_x_context_support_distance,block_091_110,44104,52,beneficial,0,0.7993533376105881
error_std_x_context_support_distance,block_091_110,44105,8,beneficial,0,0.4189847468254912
error_std_x_context_support_distance,block_091_110,44105,23,beneficial,0,0.5939921708906588
error_std_x_context_support_distance,block_091_110,44105,24,beneficial,0,0.1324197063217012
error_std_x_context_support_distance,block_091_110,44105,30,beneficial,0,0.23338003108553984
error_std_x_context_support_distance,block_091_110,44105,48,beneficial,0,0.3110880375038584
error_std_x_context_support_distance,block_091_110,44106,14,beneficial,0,0.5403737146032713
error_std_x_context_support_distance,block_091_110,44107,5,beneficial,0,0.41153774444889213
error_std_x_context_support_distance,block_091_110,44107,20,beneficial,0,0.6811189236901799
error_std_x_context_support_distance,block_091_110,44107,29,beneficial,0,0.27335518607155257
error_std_x_context_support_distance,block_091_110,44107,45,beneficial,0,0.7159956418506229
error_std_x_context_support_distance,block_091_110,44108,5,beneficial,0,0.3621032936369428
error_std_x_context_support_distance,block_091_110,44108,15,beneficial,0,0.7728811066066811
error_std_x_context_support_distance,block_091_110,44108,20,beneficial,0,0.5196244272670166
error_std_x_context_support_distance,block_091_110,44108,21,beneficial,0,0.34413034959388894
error_std_x_context_support_distance,block_091_110,44108,29,beneficial,0,0.07499991983640643
error_std_x_context_support_distance,block_091_110,44108,38,harmful,1,0.648957132688016
error_std_x_context_support_distance,block_091_110,44108,55,beneficial,0,0.011597939412988655
error_std_x_context_support_distance,block_091_110,44109,2,beneficial,0,0.1452252022188852
error_std_x_context_support_distance,block_091_110,44109,12,beneficial,0,0.8434534759970608
error_std_x_context_support_distance,block_091_110,44109,17,beneficial,0,0.07543665738660967
error_std_x_context_support_distance,block_091_110,44109,18,beneficial,0,0.053285581662842356
error_std_x_context_support_distance,block_091_110,44109,26,beneficial,0,0.6633328081119627
error_std_x_context_support_distance,block_091_110,44109,52,beneficial,0,0.039715095377280844
error_std_x_context_support_distance,block_091_110,44110,6,beneficial,0,0.8199923674629618
error_std_x_context_support_distance,block_091_110,44110,8,beneficial,0,0.2615398520459231
error_std_plus_predicted_baseline_action_loss,block_071_090,44077,46,beneficial,0,0.25513490965581803
error_std_plus_predicted_baseline_action_loss,block_071_090,44077,57,beneficial,0,0.28788922979209686
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,0,beneficial,0,0.034818807077010315
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,7,beneficial,0,0.04765026670359908
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,11,beneficial,0,0.060709431507469755
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,20,beneficial,0,0.025059256886663252
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,31,beneficial,0,0.05511396337804306
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,32,beneficial,0,0.036231285867756625
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,46,beneficial,0,0.09781901443454179
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,47,beneficial,0,0.05263409541544266
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,49,beneficial,0,0.08589982773266196
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,53,beneficial,0,0.07494816606043606
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,61,beneficial,0,0.05438053895551521
error_std_plus_predicted_baseline_action_loss,block_071_090,44078,62,harmful,1,0.15268083445018416
error_std_plus_predicted_baseline_action_loss,block_071_090,44080,14,beneficial,0,0.017271117739897382
error_std_plus_predicted_baseline_action_loss,block_071_090,44080,43,beneficial,0,0.2585511240460198
error_std_plus_predicted_baseline_action_loss,block_071_090,44080,62,beneficial,0,0.02845915462576917
error_std_plus_predicted_baseline_action_loss,block_071_090,44080,65,beneficial,0,0.053192548033997596
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,2,beneficial,0,0.12782186114179805
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,12,beneficial,0,0.5040120511889937
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,29,beneficial,0,0.14590512017776514
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,40,beneficial,0,0.3782549762040113
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,44,beneficial,0,0.28412182246276085
error_std_plus_predicted_baseline_action_loss,block_071_090,44081,59,beneficial,0,0.2670185126907609
error_std_plus_predicted_baseline_action_loss,block_071_090,44082,26,harmful,1,0.35491368870699835
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,14,beneficial,0,0.18068296230387504
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,15,beneficial,0,0.20374273351624772
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,18,beneficial,0,0.24612078861795217
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,24,beneficial,0,0.2531137311880619
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,26,beneficial,0,0.0894997299387426
error_std_plus_predicted_baseline_action_loss,block_071_090,44084,29,beneficial,0,0.21118799195968038
error_std_plus_predicted_baseline_action_loss,block_071_090,44085,3,beneficial,0,0.08445738361600076
error_std_plus_predicted_baseline_action_loss,block_071_090,44085,20,beneficial,0,0.6015439694588137
error_std_plus_predicted_baseline_action_loss,block_071_090,44085,26,beneficial,0,0.5844655103734451
error_std_plus_predicted_baseline_action_loss,block_071_090,44085,32,beneficial,0,0.3115526957545366
error_std_plus_predicted_baseline_action_loss,block_071_090,44087,0,beneficial,0,0.8968251297586991
error_std_plus_predicted_baseline_action_loss,block_071_090,44087,2,beneficial,0,0.609655490981915
error_std_plus_predicted_baseline_action_loss,block_071_090,44087,18,beneficial,0,0.7050557492803032
error_std_plus_predicted_baseline_action_loss,block_071_090,44087,44,beneficial,0,0.815654184670873
error_std_plus_predicted_baseline_action_loss,block_091_110,44094,32,beneficial,0,0.3611641812561508
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,13,beneficial,0,0.5774362197789454
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,19,beneficial,0,0.7823087932313695
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,25,beneficial,0,0.2760691635834675
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,29,beneficial,0,0.7378314868184368
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,33,beneficial,0,0.5350940382396671
error_std_plus_predicted_baseline_action_loss,block_091_110,44095,48,beneficial,0,0.2672623516697765
error_std_plus_predicted_baseline_action_loss,block_091_110,44096,20,beneficial,0,0.8542551625902906
error_std_plus_predicted_baseline_action_loss,block_091_110,44096,22,harmful,1,0.8173078576291039
error_std_plus_predicted_baseline_action_loss,block_091_110,44097,18,beneficial,0,0.561625853154586
error_std_plus_predicted_baseline_action_loss,block_091_110,44097,22,harmful,1,0.8517042810445106
error_std_plus_predicted_baseline_action_loss,block_091_110,44098,6,beneficial,0,0.2179443741766255
error_std_plus_predicted_baseline_action_loss,block_091_110,44098,31,beneficial,0,0.2569996237506185
error_std_plus_predicted_baseline_action_loss,block_091_110,44099,0,beneficial,0,0.7156303612629403
error_std_plus_predicted_baseline_action_loss,block_091_110,44099,4,beneficial,0,0.6291430925663153
error_std_plus_predicted_baseline_action_loss,block_091_110,44100,49,beneficial,0,0.5883180713244467
error_std_plus_predicted_baseline_action_loss,block_091_110,44101,5,harmful,1,0.7160103514339595
error_std_plus_predicted_baseline_action_loss,block_091_110,44103,3,beneficial,0,0.32516112225910637
error_std_plus_predicted_baseline_action_loss,block_091_110,44103,4,harmful,1,0.7177495306434667
error_std_plus_predicted_baseline_action_loss,block_091_110,44103,33,beneficial,0,0.6137214683186608
error_std_plus_predicted_baseline_action_loss,block_091_110,44104,1,harmful,1,0.49254684400451426
error_std_plus_predicted_baseline_action_loss,block_091_110,44104,12,beneficial,0,0.48583158103348734
error_std_plus_predicted_baseline_action_loss,block_091_110,44104,43,beneficial,0,0.3456489701189508
error_std_plus_predicted_baseline_action_loss,block_091_110,44104,52,beneficial,0,0.5409470954635736
error_std_plus_predicted_baseline_action_loss,block_091_110,44105,8,beneficial,0,0.4075427530912933
error_std_plus_predicted_baseline_action_loss,block_091_110,44105,23,beneficial,0,0.4255418779392312
error_std_plus_predicted_baseline_action_loss,block_091_110,44105,24,beneficial,0,0.22194327103480269
error_std_plus_predicted_baseline_action_loss,block_091_110,44105,30,beneficial,0,0.35070440358011135
error_std_plus_predicted_baseline_action_loss,block_091_110,44105,48,beneficial,0,0.3463374435872907
error_std_plus_predicted_baseline_action_loss,block_091_110,44106,14,beneficial,0,0.38067055671478256
error_std_plus_predicted_baseline_action_loss,block_091_110,44107,5,beneficial,0,0.3051564596090518
error_std_plus_predicted_baseline_action_loss,block_091_110,44107,20,beneficial,0,0.29668410942471385
error_std_plus_predicted_baseline_action_loss,block_091_110,44107,29,beneficial,0,0.2776736055066769
error_std_plus_predicted_baseline_action_loss,block_091_110,44107,45,beneficial,0,0.4344004245951736
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,5,beneficial,0,0.32131545120948624
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,15,beneficial,0,0.5911703737347616
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,20,beneficial,0,0.32214170196409836
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,21,beneficial,0,0.28597955532717206
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,29,beneficial,0,0.28677912054843147
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,38,harmful,1,0.6407150068745229
error_std_plus_predicted_baseline_action_loss,block_091_110,44108,55,beneficial,0,0.36244541344408765
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,2,beneficial,0,0.2944707469295167
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,12,beneficial,0,0.5626106217966244
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,17,beneficial,0,0.28489570042777723
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,18,beneficial,0,0.26529546793342773
