step,true_state,measurement,state_estimate,state_covariance,parameter_estimate,parameter_error,innovation,parameter_update,mismatch_indicator,dynamic_lambda,effective_q
36,12.019627714573636,11.714925985252105,12.06626062966523,0.11397744286860328,0.9237119152767613,-0.0037119152767612906,-0.6457286420401189,-0.0041913291186997945,0.6441081685600526,0.15805876590928236,0.10430694223468993
37,12.029967617791044,11.614177067170042,11.908476063243887,0.11159015606418823,0.9202116062235217,-0.00021160622352167646,-0.531571649286608,-0.0035003090532395964,0.46333829344266864,0.14743027208167975,0.0708100906681138
38,12.115183886358551,11.8317674689517,11.907946956669043,0.09950763182908251,0.9193674056252311,0.0006325943747689244,-0.12655041688031865,-0.0008442005982906322,0.23967665072762553,0.12341885212562699,0.032080617114118366
39,12.142456136764837,12.517107446409675,12.128421168388916,0.07932268601254862,0.9231654892242959,-0.0031654892242958255,0.56932914653399,0.00379808359906479,0.2819061639103735,0.12949884294569153,0.03900652204565183
40,12.13488649629108,11.98805751448222,12.134214019508253,0.07473755312746497,0.9217996090826279,-0.0017996090826278843,-0.20848234695183976,-0.0013658801416679435,0.1626855264504604,0.1091317780816295,0.020254160769684712
41,12.072031263307599,11.530791953788242,12.021056130428818,0.06273955000905754,0.9175135038599923,0.0024864961400077323,-0.6545217859194086,-0.004286105222635642,0.29554214734679624,0.13126103971548586,0.0412931695404878
42,12.077881941633398,12.285762435891733,12.099570775090811,0.06837164664274019,0.9192073303639483,0.0007926696360517349,0.2562811055643479,0.001693826503956005,0.18061107620804034,0.11291445559128467,0.0228936013437869
43,12.171326049924891,12.162092643343035,12.131791090418886,0.06098619894580656,0.9194705237595692,0.0005294762404308706,0.04007849262216112,0.0002631933956209117,0.09110868088945248,0.09006436335124199,0.010705645340080006
44,12.21068817989089,12.294672864164507,12.18270981096679,0.04984946518620822,0.9203864959025073,-0.00038649590250727783,0.1398485561153784,0.0009159721429381495,0.05533314976850431,0.07718333227678839,0.006770796884503765
45,12.2880701811723,12.734747780541403,12.29833623532596,0.04096909027158686,0.9237910126972795,-0.003791012697279439,0.5219461870285809,0.0034045167947721563,0.1638804859610893,0.10939413364000561,0.020427563782216468
46,12.318709232448894,11.813237080726239,12.26172516273957,0.04534377216599204,0.9202506509518292,-0.00025065095182918995,-0.5478554045971773,-0.0035403617454502745,0.2320130151537131,0.12220127087638638,0.03085228531164603
47,12.378381759570212,12.568905323548089,12.345692462293822,0.05422999122032243,0.9220981000343743,-0.002098100034374273,0.28504476074457585,0.0018474490825450742,0.1566317653908228,0.1077789705780661,0.01938161043364804
48,12.449458296290308,12.4345049999497,12.394436216910906,0.05189638650885183,0.9224236279244215,-0.002423627924421412,0.050565436859869806,0.00032552789004718747,0.07959431439782613,0.08622376551454453,0.009362921500929097
49,12.551156678811276,12.371718508650366,12.422128993395447,0.04408259844083768,0.922031151863229,-0.002031151863228997,-0.0612023126304333,-0.0003924760611923781,0.041670018734569714,0.07143004905784864,0.005476491482451787
50,12.626717165219528,12.684276651523145,12.4874133338558,0.03665515021970174,0.9235072364186927,-0.003507236418692661,0.23068674714912696,0.0014760845554636142,0.04744319702240747,0.07392550787713936,0.006007262435196659
51,12.590766341539691,12.026542405143493,12.466612388771543,0.03243402210421236,0.9202883024034166,-0.00028830240341659596,-0.5056741728236105,-0.003218934015276021,0.15157478304162508,0.10661764238290594,0.01866054601259854
52,12.575953506639575,13.287614019723167,12.599793878252555,0.03894398105830741,0.9254831551960921,-0.005483155196092104,0.8147364677392019,0.005194852792675474,0.40768514745288836,0.14298183538851134,0.06079157064344986
53,12.610695950939146,12.955137883072148,12.741391883893924,0.06839199905327562,0.9273396875459737,-0.007339687545973694,0.2942408898065665,0.0018565323498815347,0.2471314243435242,0.12456723078908202,0.033284477171434346
54,12.483046646209456,12.838528748494475,12.821771615045824,0.06730423284824558,0.927482780222037,-0.007482780222036967,0.022930379983478133,0.0001430926760632179,0.12382861333485545,0.099686651416355,0.014844059812882344
55,12.51219553505869,12.237232392856027,12.744404090933434,0.05634614341403611,0.9234223028724894,-0.0034223028724893467,-0.654739992038671,-0.004060477349547595,0.2762565352548272,0.1287419775569314,0.03806581266173259
56,12.479850673944975,12.478695448038184,12.69422699369397,0.06405044487006041,0.9216144609240329,-0.0016144609240328345,-0.28977152634914205,-0.0018078419484564832,0.18011203636876935,0.11281341411276327,0.022819053745563055
57,12.567706433186814,12.040156083475651,12.54365792256478,0.05899804758133217,0.9174868358935191,0.0025131641064809473,-0.659027084164924,-0.0041276250305138035,0.30721436701584554,0.13270094559687906,0.04326763700394936
58,12.540899666795054,13.221792041970346,12.70189828850504,0.0677476663703843,0.9220063927994981,-0.0020063927994981023,0.7131510240657128,0.004519556905979039,0.40789937507091023,0.1430004018533106,0.06082977455085443
59,12.515320153480062,12.333194415549592,12.589719020804182,0.08035747796586042,0.9196400799939956,0.00035992000600448826,-0.37803700714106014,-0.0023663128055025693,0.2754056769195401,0.12862658009357084,0.03792449036051532
60,12.518983358566091,11.898338670248243,12.3757891864186,0.07438189254798602,0.9153482587080152,0.004651741291984868,-0.6796715371460422,-0.0042918212859804,0.368679537663002,0.13938703687913717,0.053889148312816104
61,12.528461961388304,11.923653162901488,12.199794501635953,0.07933333538487826,0.9127504122645225,0.0072495877354775695,-0.40450391902426297,-0.0025978464434926723,0.26615147908449477,0.1273469097356569,0.036393568382984735
62,12.570444919995147,12.572035331374142,12.262330583421088,0.07268861021058216,0.9155947457177583,0.0044052542822417,0.4366678704634719,0.002844333453235824,0.22841515408979912,0.1216161953077239,0.03027898199102886
63,12.678980899737923,12.81940115650344,12.385601369515914,0.06683094576997219,0.919431955081006,0.0005680449189940928,0.5920757040689182,0.0038372093632476575,0.2894843967192522,0.13048918517746305,0.040274583049484676
64,12.732946902280528,12.081314916421846,12.302212308448155,0.06976550408307487,0.9174656826472661,0.002534317352733906,-0.30640276560615654,-0.0019662724337398234,0.19168352574517675,0.11509758047522219,0.0245623100302298
65,12.708204182921992,12.869777009929043,12.432526624814601,0.062473908099671314,0.9212314643202518,-0.001231464320251785,0.5829193962870569,0.0037657816729856418,0.26573927415642185,0.12728884170914162,0.03632564440399897
66,12.778833894206787,11.938375925196306,12.317679036734228,0.06582177270260112,0.9179397811389963,0.0020602188610037153,-0.5148587825821664,-0.0032916831812555463,0.2654094200792062,0.12724230768960892,0.03627130709343903
67,12.806058166660687,13.101735173568645,12.520253330941879,0.06710900890957643,0.9230683001914434,-0.0030683001914433294,0.7948475744484256,0.005128519052447016,0.44859604334287584,0.146320909834305,0.06813898120999892
68,12.85825082311474,13.2144435821541,12.776553645665395,0.08347523624409077,0.9272421932496734,-0.0072421932496733454,0.6573946219953228,0.00417389305823001,0.4403818661856246,0.14568223495326096,0.0666558144988097
69,12.83219431652076,12.57136949131168,12.748745708436365,0.08909418760585495,0.925527100606751,-0.00552710060675099,-0.2755901332672117,-0.0017150926429223639,0.25816589386993205,0.1262052009936772,0.035081878525567115
70,12.743209785306963,12.840921167758449,12.812136222920026,0.07706142611078104,0.9257866214073851,-0.005786621407385062,0.041611515856580183,0.00025952080063403445,0.12994870606090725,0.10130246688091471,0.01566412449195278
71,12.71416816403264,13.724301833072461,13.073890082711358,0.061583541498735135,0.9311426182539869,-0.01114261825398688,0.862997526244154,0.00535599684660178,0.4373567181822183,0.14544317527124434,0.0661105498186326
72,12.666483469510787,12.826679392113343,13.06143720356527,0.08085484574039595,0.9290317932150947,-0.009031793215094619,-0.34697685026734426,-0.0021108250388923084,0.27887482640183264,0.1290947533745765,0.038501276936722416
73,12.574714720966139,12.37698343180305,12.905544880852615,0.0755588884772081,0.9244191758646614,-0.00441917586466134,-0.7575069953915445,-0.004612617350433247,0.42634583723447905,0.14455499252670156,0.06413041931522044
74,12.581794937293402,12.993774943553156,12.951761546737282,0.08496141863680078,0.9248113294746123,-0.004811329474612269,0.06364178071098259,0.0003921536099509385,0.21519805674327191,0.11938917315663884,0.02819231805949468
75,12.647656426651336,12.625582338486701,12.87664808132029,0.07186514429795161,0.9226478218680222,-0.002647821868022149,-0.35235347658956506,-0.0021635076065900775,0.16967551460401253,0.11064525164070305,0.02127379001062675
76,12.579981668566186,12.808906868311956,12.862827912290436,0.06200241461599548,0.922205007405746,-0.002205007405745918,-0.07170443687925676,-0.0004428144622762688,0.08740852043609193,0.08885876399466083,0.01026701308855318
77,12.59943249000158,12.845261661420716,12.858762278090254,0.05031803128006715,0.9221005134183846,-0.0021005134183845753,-0.016902648691921485,-0.00010449398736132646,0.04384710998444722,0.07238261420374424,0.005673768445953386
78,12.556463505842718,13.123155704636162,12.900272820426618,0.04059005421476316,0.9237459896054236,-0.0037459896054236053,0.2660844060841825,0.0016454761870390098,0.05732401057280967,0.07797894498999555,0.006970065867063049
79,12.556341220920526,12.90625353177852,12.91510259262823,0.03566957946523452,0.9236823624364814,-0.0036823624364813456,-0.010321750906417293,-6.362716894228653e-05,0.0287152745572919,0.06545409088337709,0.00437953219061411
80,12.615537585251605,12.92017374553453,12.928318341235597,0.03055732940893227,0.9236252297463045,-0.0036252297463044147,-0.009278728333839581,-5.713269017693644e-05,0.014400684678392547,0.0581698075191687,0.0033376850558863367
81,12.620620379830566,13.697017997380827,13.02049532796282,0.02631088666117783,0.92827610660261,-0.008276106602609912,0.7560969992237379,0.004650876856305456,0.29304167845676676,0.1309445269347121,0.04087220395767534
82,12.623155901492728,12.475173785106687,12.962697487316975,0.05066606474294361,0.9245413457037407,-0.004541345703740651,-0.611440923972113,-0.003734760898869292,0.33345084098231903,0.13572723292871833,0.04775835996428423
83,12.618901781252461,13.360286115471029,13.084873328079803,0.06675129567852219,0.9268465045470856,-0.0068465045470855745,0.3757363365964945,0.0023051588433449246,0.2373143178106366,0.12304761294829848,0.031700960325052714
84,12.615325263096606,12.875014090666212,13.061314058400825,0.06565775859763058,0.9253107592040504,-0.00531075920405033,-0.25265501590594397,-0.0015357453430352675,0.1505744374365347,0.10638444070475332,0.018518777311118617
85,12.665885814065485,12.40945650895207,12.93012568701242,0.05753534553854169,0.921192480621354,-0.0011924806213539085,-0.6763179186293335,-0.004118278582696391,0.30399018224782426,0.13230926972777185,0.0427207190176219
86,12.566286460477565,12.715998036585786,12.858831735682436,0.06700798592395545,0.9199923296130267,7.670386973357424e-06,-0.19513651977907465,-0.0012001510083272868,0.17103422179965672,0.11093360572993079,0.021473442927448655
87,12.57247028336556,12.268465194085152,12.696239270111178,0.05956040671726246,0.9165196310616635,0.0034803689383365866,-0.5615613705272509,-0.0034726985513631866,0.24319269733405052,0.12396481090919236,0.03264733673951202
88,12.610226979748436,12.91401066824072,12.705357209196666,0.062130970072303754,0.9182583900549142,0.0017416099450858757,0.2776581365278208,0.0017387589932507212,0.16014336905707624,0.10856855717011132,0.019886534518887417
89,12.55165920028859,12.81076842229919,12.699087835734817,0.0560664123401257,0.9191593089767292,0.0008406910232708897,0.14396756630966223,0.000900918921814991,0.09043501460310162,0.08984681836056255,0.010625298330479692
90,12.537721216320374,11.796208581216733,12.50748739874712,0.04707345626184206,0.9136730818582401,0.006326918141759896,-0.8762762185120678,-0.005486227118488997,0.42914751286645547,0.14478371886878452,0.06463357285609497
91,12.557351030668043,12.534743717328347,12.459171548131506,0.07341162036368029,0.9143530559504661,0.00564694404953392,0.10698915941196141,0.0006799740922259738,0.2202970965490668,0.12026316922820389,0.02899362700276239
92,12.515498803255106,12.776971596703481,12.49427086922451,0.06637564307356308,0.9168086055458752,0.003191394454124863,0.38489001705833914,0.002455549595409043,0.1842187108901177,0.11363799150173044,0.02343424430259093
93,12.538663562604317,12.249894970632168,12.405533040036348,0.060160510692850576,0.9155046127402997,0.004495387259700334,-0.2049600822940043,-0.0013039928055754916,0.11311367311204136,0.09672655485922972,0.013441095907600847
94,12.555588087122706,13.063120555218928,12.500937095263943,0.05086951488763677,0.9200267321935178,-2.6732193517786662e-05,0.7057978335634587,0.004522119453218117,0.30563212748745655,0.1325093022076076,0.04299909994558943
95,12.515507708368606,12.705952722069402,12.55363029161039,0.0640199551218345,0.9213287434062466,-0.0013287434062465575,0.20475641695698954,0.0013020112127287299,0.17377865888626054,0.11151040947046661,0.021878129409635454
96,12.514404879223184,13.647410034548626,12.818685971271108,0.0584122379497014,0.9281766174857923,-0.008176617485792237,1.0813896127926323,0.006847874079545635,0.67159107677103,0.15930950185478315,0.10949083989051023
97,12.42013734034642,12.76777930604965,12.847221066787814,0.09749166767388827,0.9273688120236976,-0.007368812023697546,-0.13022527937734552,-0.0008078054620947281,0.34427485007996883,0.13689788488448773,0.049630498794871844
98,12.411214102129646,12.36111532771473,12.721632570838745,0.08701658125129946,0.9239460233798443,-0.003946023379844288,-0.5529968107981063,-0.0034227886438532797,0.32504016141642267,0.1347871635476189,0.046311241396379814
99,12.513396422778438,12.509109847148041,12.674379093348728,0.08135238974496566,0.9224148520899854,-0.0024148520899853754,-0.24499197757792324,-0.0015311712898588821,0.19253061524698215,0.11526010018748477,0.024691098002525246
