model,held_out_block,generation_seed,test_index,support_baseline_action,true_class,harmful_target,predicted_probability,predicted_class,local_error_std,severe_underestimation_probability,predicted_signed_calibration_error,predicted_underestimation_magnitude
severe_proxy_only,block_071_090,44080,43,2,beneficial,0,0.39854362399551135,0,0.06158036466575292,0.48782480077511337,0.05610099547630171,-0.05610099547630171
severe_proxy_only,block_071_090,44080,62,2,beneficial,0,0.13768761304682603,0,0.011359877022961882,0.2670487378561876,0.0664613972017295,-0.0664613972017295
severe_proxy_only,block_071_090,44080,65,2,beneficial,0,0.16888075155683,0,0.02061569674096261,0.30444475159916323,0.06112197686174991,-0.06112197686174991
severe_proxy_only,block_071_090,44081,2,1,beneficial,0,0.2581781490092488,0,0.02363246586085142,0.38792788362882274,0.033899367061574134,-0.033899367061574134
severe_proxy_only,block_071_090,44081,12,1,beneficial,0,0.5674035841094524,1,0.0650080172264677,0.5937535560079491,0.020771825736315322,-0.020771825736315322
severe_proxy_only,block_071_090,44081,29,1,beneficial,0,0.27293612402452094,0,0.029942492843118194,0.3996691637114845,0.038841749854101076,-0.038841749854101076
severe_proxy_only,block_071_090,44081,40,2,beneficial,0,0.5407837351854481,1,0.06478495258337678,0.57703471460855,0.03998606495776774,-0.03998606495776774
severe_proxy_only,block_071_090,44081,44,1,beneficial,0,0.34069550593141407,0,0.043646375637628715,0.44924825111301603,0.03222517136717554,-0.03222517136717554
severe_proxy_only,block_071_090,44081,59,1,beneficial,0,0.42671402973892786,0,0.044795799918410005,0.5058621646195217,0.027930843115610268,-0.027930843115610268
severe_proxy_only,block_071_090,44082,26,1,harmful,1,0.706815141371408,1,0.054195542075899834,0.6881861957353187,-0.00017900009161823938,0.00017900009161823938
severe_proxy_only,block_071_090,44084,14,2,beneficial,0,0.5148424896182653,1,0.06272388884946746,0.5608831589176486,0.0588893041978841,-0.0588893041978841
severe_proxy_only,block_071_090,44084,15,1,beneficial,0,0.27077443288021635,0,0.04930309569472391,0.39797498746446197,0.05918305551998233,-0.05918305551998233
severe_proxy_only,block_071_090,44084,18,1,beneficial,0,0.5005331502360654,1,0.06186332505124608,0.5520007532024601,0.04829829090228356,-0.04829829090228356
severe_proxy_only,block_071_090,44084,24,2,beneficial,0,0.17222148142429283,0,0.0847696094554994,0.3081085152709472,0.11375936892638998,-0.11375936892638998
severe_proxy_only,block_071_090,44084,26,2,beneficial,0,0.6476952982612728,1,0.04374524408970177,0.6461372510821879,0.03546257334881145,-0.03546257334881145
severe_proxy_only,block_071_090,44084,29,1,beneficial,0,0.4977061970900494,0,0.05958912465007886,0.5502464697266166,0.04897157339326729,-0.04897157339326729
severe_proxy_only,block_071_090,44085,3,1,beneficial,0,0.2698930370814909,0,0.02917649497815575,0.3972817764955477,0.051067451817766056,-0.051067451817766056
severe_proxy_only,block_071_090,44085,20,2,beneficial,0,0.6243120027215889,1,0.07752332426103907,0.6304632239196827,0.03371770268439887,-0.03371770268439887
severe_proxy_only,block_071_090,44085,26,2,beneficial,0,0.26560125106292176,0,0.08701645533026718,0.3938856962071146,0.08345335714051538,-0.08345335714051538
severe_proxy_only,block_071_090,44085,32,2,beneficial,0,0.5141496684676368,1,0.06208316493922913,0.5604528651421053,0.04004730639770464,-0.04004730639770464
severe_proxy_only,block_071_090,44087,0,1,beneficial,0,0.5017086060345362,1,0.08823795791099345,0.552730189455743,0.029733004397015428,-0.029733004397015428
severe_proxy_only,block_071_090,44087,2,1,beneficial,0,0.7338235109758833,1,0.07555748691251958,0.7089969162764341,0.021135741056095197,-0.021135741056095197
severe_proxy_only,block_071_090,44087,18,1,beneficial,0,0.643146979712649,1,0.07714781727672529,0.6430539353708926,0.027608350056716524,-0.027608350056716524
severe_proxy_only,block_071_090,44087,44,2,beneficial,0,0.5719261921833481,1,0.07887738610139045,0.5966156549657106,0.016725341779543906,-0.016725341779543906
severe_proxy_only,block_091_110,44094,32,2,beneficial,0,0.6008284877604956,1,0.04651266257713771,0.594143444718976,0.03588410275637269,-0.03588410275637269
severe_proxy_only,block_091_110,44095,13,2,beneficial,0,0.7479777381910013,1,0.06815821302907853,0.6617440735117629,0.02191899846069706,-0.02191899846069706
severe_proxy_only,block_091_110,44095,19,2,beneficial,0,0.8681725477431486,1,0.09222520343657604,0.7411040484703456,-0.00034885207204596314,0.00034885207204596314
severe_proxy_only,block_091_110,44095,25,2,beneficial,0,0.23218665499652408,0,0.03722886999055491,0.4343439958337169,0.05438684952094632,-0.05438684952094632
severe_proxy_only,block_091_110,44095,29,2,beneficial,0,0.7218824979459405,1,0.08578870755527016,0.6483982306888629,0.02414998205632199,-0.02414998205632199
severe_proxy_only,block_091_110,44095,33,2,beneficial,0,0.7698509590684318,1,0.0643632489186513,0.6736538368703721,0.010630181307863334,-0.010630181307863334
severe_proxy_only,block_091_110,44095,48,2,beneficial,0,0.8098805511971328,1,0.03676724840477237,0.6977258985752528,-0.00505200569995079,0.00505200569995079
severe_proxy_only,block_091_110,44096,20,1,beneficial,0,0.9136982384895467,1,0.10402073411576326,0.7883744594276162,-0.012420433840307762,0.012420433840307762
severe_proxy_only,block_091_110,44096,22,1,harmful,1,0.850118898626187,1,0.09619748383158591,0.7262322629465434,0.03092337744489458,-0.03092337744489458
severe_proxy_only,block_091_110,44097,18,2,beneficial,0,0.6120418518992423,1,0.06594282834007281,0.5988216461668854,0.04379934433928333,-0.04379934433928333
severe_proxy_only,block_091_110,44097,22,1,harmful,1,0.9025265466440323,1,0.10301203433861286,0.7750290934157336,0.0032039286456715943,-0.0032039286456715943
severe_proxy_only,block_091_110,44098,6,2,beneficial,0,0.8915950996158567,1,0.02977509329987723,0.7632323217132252,-0.006748965369220136,0.006748965369220136
severe_proxy_only,block_091_110,44098,31,2,beneficial,0,0.8611447392894418,1,0.035008239767670646,0.7351233707835221,0.0019677858346808935,-0.0019677858346808935
severe_proxy_only,block_091_110,44099,0,2,beneficial,0,0.7991738473800047,1,0.08306417136597159,0.6909457638080648,0.016586515605793092,-0.016586515605793092
severe_proxy_only,block_091_110,44099,4,2,beneficial,0,0.8220706101966103,1,0.07316449868695787,0.7058113689376203,0.017497869451239254,-0.017497869451239254
severe_proxy_only,block_091_110,44100,49,2,beneficial,0,0.6035140161449333,1,0.06959688867753228,0.5952596287689192,0.025288052966361052,-0.025288052966361052
severe_proxy_only,block_091_110,44101,5,1,harmful,1,0.6692815578464674,1,0.08361774493814307,0.6236175561698784,0.016380931172409602,-0.016380931172409602
severe_proxy_only,block_091_110,44103,3,2,beneficial,0,0.1428365069968688,0,0.042804813750191247,0.37500897907088376,0.0688481152764644,-0.0688481152764644
severe_proxy_only,block_091_110,44103,4,1,harmful,1,0.6214824144844164,1,0.08372114297260096,0.6027985905951019,0.022415149988499222,-0.022415149988499222
severe_proxy_only,block_091_110,44103,33,1,beneficial,0,0.7394119162825064,1,0.07222223135276055,0.6572693194331644,0.013331290708072346,-0.013331290708072346
severe_proxy_only,block_091_110,44104,1,1,harmful,1,0.3681223244609296,0,0.06049219092008293,0.4996333537399255,0.035159981503669155,-0.035159981503669155
severe_proxy_only,block_091_110,44104,12,2,beneficial,0,0.20480470663640987,0,0.05884203144663692,0.41836071999081254,0.06604106903655349,-0.06604106903655349
severe_proxy_only,block_091_110,44104,43,2,beneficial,0,0.47668809344798313,0,0.045746291196928066,0.5441369116776286,0.01897390572540808,-0.01897390572540808
severe_proxy_only,block_091_110,44104,52,1,beneficial,0,0.25118182884909557,0,0.06505863367865762,0.4446678286612458,0.04482574860929563,-0.04482574860929563
severe_proxy_only,block_091_110,44105,8,2,beneficial,0,0.07905809259408327,0,0.051061574193885975,0.3089667365128593,0.0875047095186828,-0.0875047095186828
severe_proxy_only,block_091_110,44105,23,2,beneficial,0,0.06836837630856957,0,0.052864930203876136,0.29335312993758783,0.08881841485127376,-0.08881841485127376
severe_proxy_only,block_091_110,44105,24,2,beneficial,0,0.025448334954133348,0,0.029918825881315444,0.19046922345019734,0.10404999310527677,-0.10404999310527677
severe_proxy_only,block_091_110,44105,30,2,beneficial,0,0.42263988643588457,0,0.045828345891274276,0.5223682586791448,0.04159487813311316,-0.04159487813311316
severe_proxy_only,block_091_110,44105,48,2,beneficial,0,0.5790545603297423,1,0.04545596816068852,0.5851798251228222,0.027067310002640635,-0.027067310002640635
severe_proxy_only,block_091_110,44106,14,2,beneficial,0,0.1962422218269603,0,0.04842183549151196,0.413042044902187,0.07000228698460546,-0.07000228698460546
severe_proxy_only,block_091_110,44107,5,2,beneficial,0,0.09132677363705599,0,0.0402593711119887,0.3246659126039296,0.08404314193604198,-0.08404314193604198
severe_proxy_only,block_091_110,44107,20,2,beneficial,0,0.07704694688915935,0,0.03944550494355275,0.3061838623996136,0.08205087890668561,-0.08205087890668561
severe_proxy_only,block_091_110,44107,29,2,beneficial,0,0.05823761010601536,0,0.0373097646426466,0.2763075860296312,0.0844052270562011,-0.0844052270562011
severe_proxy_only,block_091_110,44107,45,2,beneficial,0,0.3400021648135893,0,0.0546316555825784,0.48738605484785624,0.0347240550504425,-0.0347240550504425
severe_proxy_only,block_091_110,44108,5,2,beneficial,0,0.13958356581889336,0,0.04199266720110108,0.37233805698308786,0.07893794202657674,-0.07893794202657674
severe_proxy_only,block_091_110,44108,15,2,beneficial,0,0.16162187528393887,0,0.06876289693168543,0.3895178970880561,0.08439961842257325,-0.08439961842257325
severe_proxy_only,block_091_110,44108,20,2,beneficial,0,0.1347090179340685,0,0.04225472036673278,0.3682362645272409,0.07464929796599777,-0.07464929796599777
severe_proxy_only,block_091_110,44108,21,2,beneficial,0,0.0827428035987681,0,0.03828828451688655,0.31390165499845696,0.07892140965777653,-0.07892140965777653
severe_proxy_only,block_091_110,44108,29,2,beneficial,0,0.09337600559602567,0,0.03828828061757205,0.32710017335909786,0.07965028243215708,-0.07965028243215708
severe_proxy_only,block_091_110,44108,38,1,harmful,1,0.43764083037469,0,0.07471871297217172,0.5284621869339239,0.04294465483989374,-0.04294465483989374
severe_proxy_only,block_091_110,44108,55,2,beneficial,0,0.19049320658039692,0,0.04695985597327947,0.4093719184667914,0.05935445452001268,-0.05935445452001268
severe_proxy_only,block_091_110,44109,2,2,beneficial,0,0.10474160104457929,0,0.03894545342684174,0.33979287529852725,0.08454137928578034,-0.08454137928578034
severe_proxy_only,block_091_110,44109,12,2,beneficial,0,0.09460690539247996,0,0.0658756137196054,0.32853939814071026,0.09538829868215849,-0.09538829868215849
severe_proxy_only,block_091_110,44109,17,2,beneficial,0,0.09118263952668411,0,0.038074397971899994,0.3244928551246919,0.07976476094272636,-0.07976476094272636
severe_proxy_only,block_091_110,44109,18,2,beneficial,0,0.05366624815116666,0,0.03589444747302845,0.2676860294322664,0.0833306971511843,-0.0833306971511843
severe_proxy_only,block_091_110,44109,26,2,beneficial,0,0.12206415195955846,0,0.040925394421162456,0.3569772868958526,0.08759846000445351,-0.08759846000445351
severe_proxy_only,block_091_110,44109,52,2,beneficial,0,0.31796353390172893,0,0.0813987815230119,0.4774429828222849,0.052316563241127496,-0.052316563241127496
severe_proxy_only,block_091_110,44110,6,2,beneficial,0,0.38833830086372656,0,0.0571165929475962,0.5081940401843656,0.0575698580504893,-0.0575698580504893
severe_proxy_only,block_091_110,44110,8,2,beneficial,0,0.29672536622213874,0,0.018164701757364822,0.4675066633444006,0.019928451846686,-0.019928451846686
